Word,Sentiment,Sentiment Num,Strength Indicator
shield,positive,1,0
shift,positive,1,0
Shindler,positive,1,0
Shiner,positive,1,0
shining,positive,1,0
shiver-inducing,positive,1,0
shock-you-into-laughter,positive,1,0
showmanship,positive,1,0
show-stoppingly,positive,1,0
Shrek,positive,1,0
shrewdly,positive,1,0
shticks,positive,1,0
Sia,positive,1,0
sidesplitting,positive,1,0
sign,positive,1,0
signing,positive,1,0
sillier,positive,1,0
silly,negative,-1,0
Simply,positive,1,0
sincere,positive,1,0
sincerely,positive,1,0
sincerity,positive,1,0
Sirk,positive,1,0
sketches,positive,1,0
skilfully,positive,1,0
skilled,positive,1,0
skillful,positive,1,0
Skillfully,positive,1,0
skin-deep,positive,1,0
slam-bang,positive,1,0
slap-happy,positive,1,0
slapstick,positive,1,0
sleek,positive,1,0
sleekly,positive,1,0
sleekness,positive,1,0
sleeper,positive,1,0
superficial,negative,-1,
slick,negative,-1,0
slickest,positive,1,0
slickly,positive,1,0
Smart,positive,1,0
smarter,positive,1,0
smartest,positive,1,0
smartly,positive,1,0
smile-button,positive,1,0
smiling,positive,1,0
Smoochy,positive,1,0
smoother,positive,1,0
smoothes,positive,1,0
smoothly,positive,1,0
Smothered,positive,1,0
snappy,positive,1,0
snazzy,positive,1,0
snazzy-looking,positive,1,0
soaringly,positive,1,0
sold-out,positive,1,0
solid,positive,1,0
solidly,positive,1,0
solution,positive,1,0
solutions,positive,1,0
song-and-dance-man,positive,1,0
sophisticated,positive,1,0
Sorvino,positive,1,0
soulful,positive,1,0
soul-searching,positive,1,0
soul-stirring,positive,1,0
sounding,positive,1,0
spaces,positive,1,0
spaghetti,positive,1,0
Spain,positive,1,0
sparking,positive,1,0
Sparkles,positive,1,0
sparkling,positive,1,0
spectacle,positive,1,0
spectacular,positive,1,0
spectator,positive,1,0
spell-casting,positive,1,0
spice,positive,1,0
spiced,positive,1,0
spicy,positive,1,0
Spider-Man,positive,1,0
spiffy,positive,1,0
spirit,positive,1,0
Spirited,positive,1,0
spiritual,positive,1,0
spiritually,positive,1,0
spiritual-uplift,positive,1,0
splash,positive,1,0
splendor,positive,1,0
splendour,positive,1,0
spontaneous,positive,1,0
spoof,negative,-1,0
spook-a-rama,positive,1,0
Sports,positive,1,0
spot,positive,1,0
spreading,positive,1,0
sprightly,positive,1,0
springing,positive,1,0
standouts,positive,1,0
staple,positive,1,0
Star,positive,1,0
staring,positive,1,0
star-making,positive,1,0
star-studded,positive,1,0
startling,positive,1,0
startlingly,positive,1,0
Stay,positive,1,0
steadfast,positive,1,0
steamy,positive,1,0
stellar,positive,1,0
sterling,positive,1,0
still-contemporary,positive,1,0
stimulate,positive,1,0
stimulating,positive,1,0
stirring,positive,1,0
stoked,positive,1,0
storytellers,positive,1,0
Storytelling,positive,1,0
straight-ahead,positive,1,0
straightforward,positive,1,0
strategies,positive,1,0
street-smart,positive,1,0
strength,positive,1,0
stress-reducing,positive,1,0
striking,positive,1,0
string,positive,1,0
Strip,positive,1,0
strives,positive,1,0
striving,positive,1,0
strolls,positive,1,0
strong,positive,1,0
stronger,positive,1,0
strongest,positive,1,0
strong-minded,positive,1,0
Studios,positive,1,0
stylish,positive,1,0
stylishly,positive,1,0
stylishness,positive,1,0
stylistic,positive,1,0
stylistically,positive,1,0
stylists,positive,1,0
suavity,positive,1,0
subconscious,positive,1,0
sublime,positive,1,0
submerging,positive,1,0
substantive,positive,1,0
substituting,positive,1,0
subtle,positive,1,0
subtleties,positive,1,0
succeed,positive,1,0
succeeded,positive,1,0
succeeds,positive,1,0
success,positive,1,0
successes,positive,1,0
successfully,positive,1,0
sufficient,positive,1,0
sufficiently,positive,1,0
suitable,positive,1,0
suited,positive,1,0
sultry,positive,1,0
summery,positive,1,0
sumptuous,positive,1,0
Super,positive,1,0
superbly,positive,1,0
supercharged,positive,1,0
super-dooper-adorability,positive,1,0
superhero,positive,1,0
superior,positive,1,0
superlative,positive,1,0
superstar,positive,1,0
supplied,positive,1,0
supporting,positive,1,0
supportive,positive,1,0
supremely,positive,1,0
surehanded,positive,1,0
surpassed,positive,1,0
surprised,positive,1,0
surprises,positive,1,0
surprisingly,positive,1,0
surrealistic,positive,1,0
Susan,positive,1,0
sustains,positive,1,0
swaggering,positive,1,0
swashbuckler,positive,1,0
swashbuckling,positive,1,0
Swedish,positive,1,0
sweeping,positive,1,0
Sweet,positive,1,0
sweetest,positive,1,0
Sweetheart,positive,1,0
Sweetly,positive,1,0
sweet-natured,positive,1,0
sweetness,positive,1,0
sweet-tempered,positive,1,0
Swiftly,positive,1,0
swirling,positive,1,0
symbiotic,positive,1,0
symbolic,positive,1,0
symmetry,positive,1,0
sympathetically,positive,1,0
sympathizing,positive,1,0
tactfully,positive,1,0
tailor-made,positive,1,0
Tale,positive,1,0
talent,positive,1,0
talented,positive,1,0
talents,positive,1,0
Talky,positive,1,0
tame,positive,1,0
tangy,positive,1,0
tantalizes,positive,1,0
tart,positive,1,0
tasteful,positive,1,0
tasty,positive,1,0
team,positive,1,0
teaming,positive,1,0
teamwork,positive,1,0
tear-drenched,positive,1,0
tear-jerking,positive,1,0
technically,positive,1,0
teen-pop,positive,1,0
teeth-clenching,positive,1,0
telling,positive,1,0
Ten,positive,1,0
tenacious,positive,1,0
tendency,positive,1,0
Tender,positive,1,0
tenderness,positive,1,0
tens,positive,1,0
terrifically,positive,1,0
thank,positive,1,0
thanks,positive,1,0
theater,positive,1,0
thematically,positive,1,0
the-night,positive,1,0
Theological,positive,1,0
theories,positive,1,0
thirst,positive,1,0
Thoughtful,positive,1,0
thoughtfulness,positive,1,0
thought-provoking,positive,1,0
thrill,positive,1,0
thrilled,positive,1,0
Thrilling,positive,1,0
thrillingly,positive,1,0
thumpingly,positive,1,0
thunderous,positive,1,0
Thurman,positive,1,0
thus,positive,1,0
tickled,positive,1,0
tickles,positive,1,0
tidal,positive,1,0
tight,positive,1,0
time-honored,positive,1,0
timelessness,positive,1,0
tingle,positive,1,0
tits,positive,1,0
titular,positive,1,0
TNT,positive,1,0
toe-tapping,positive,1,0
tongue-in-cheek,positive,1,0
Tootsie,positive,1,0
topic,positive,1,0
toss-up,positive,1,0
Totally,positive,1,0
touch,positive,1,0
touched,positive,1,0
touching,positive,1,0
touchingly,positive,1,0
tour-de-force,positive,1,0
town,positive,1,0
traditional,positive,1,0
Traffic,positive,1,0
trails,positive,1,0
training,positive,1,0
transcend,positive,1,0
transcendence,positive,1,0
transcendent,positive,1,0
transcends,positive,1,0
translates,positive,1,0
transparently,positive,1,0
treasure,positive,1,0
treasured,positive,1,0
treasures,positive,1,0
treat,positive,1,0
tribute,positive,1,0
tried-and-true,positive,1,0
triumph,positive,1,0
triumphant,positive,1,0
triumphantly,positive,1,0
triumphs,positive,1,0
true-blue,positive,1,0
truly,positive,1,0
trump,positive,1,0
trumpets,positive,1,0
trusting,positive,1,0
truth,positive,1,0
truths,positive,1,0
truth-telling,positive,1,0
tub-thumpingly,positive,1,0
turntablism,positive,1,0
TV,positive,1,0
twenty-first,positive,1,0
twinkling,positive,1,0
twinkly-eyed,positive,1,0
twist-and-turn,positive,1,0
two-way,positive,1,0
ultimate,positive,1,0
umpteenth,positive,1,0
unbelievable,positive,1,0
Unbreakable,positive,1,0
uncanny,positive,1,0
uncluttered,positive,1,0
complicated,negative,-1,
uncomplicated,positive,1,0
uncompromising,positive,1,0
unconditional,positive,1,0
unconventionally,positive,1,0
underestimated,positive,1,0
understandable,positive,1,0
Undiscovered,positive,1,0
Undisputed,positive,1,0
Undoubtedly,positive,1,0
unequivocally,positive,1,0
unerring,positive,1,0
unflappable,positive,1,0
unforced,positive,1,0
unhibited,positive,1,0
unified,positive,1,0
unifying,positive,1,0
uninhibited,positive,1,0
unintentionally,positive,1,0
unique,positive,1,0
uniquely,positive,1,0
uniqueness,positive,1,0
unleashes,positive,1,0
unparalleled,positive,1,0
unstoppable,positive,1,0
unsurpassed,positive,1,0
Up,positive,1,0
upbeat,positive,1,0
uplift,positive,1,0
uplifter,positive,1,0
uplifting,positive,1,0
ups,positive,1,0
upscale,positive,1,0
user-friendly,positive,1,0
utilizing,positive,1,0
valedictory,positive,1,0
valentine,positive,1,0
valiant,positive,1,0
valiantly,positive,1,0
valid,positive,1,0
valuable,positive,1,0
variable,positive,1,0
vastness,positive,1,0
vein,positive,1,0
venerable,positive,1,0
venturesome,positive,1,0
venues,positive,1,0
veracity,positive,1,0
veritable,positive,1,0
Versace,positive,1,0
Very,positive,1,0
veteran,positive,1,0
veterans,positive,1,0
vibrance,positive,1,0
vibrant,positive,1,0
Vibrantly,positive,1,0
victorious,positive,1,0
vintage-TV,positive,1,0
virtue,positive,1,0
virtuosic,positive,1,0
virtuosity,positive,1,0
virtuoso,positive,1,0
virtuous,positive,1,0
visionary,positive,1,0
Visually,positive,1,0
vital,positive,1,0
vivacious,positive,1,0
vivid,positive,1,0
vividly,positive,1,0
Vonnegut,positive,1,0
wackiness,positive,1,0
wall,positive,1,0
wandered,positive,1,0
Warm,positive,1,0
warmest,positive,1,0
warmly,positive,1,0
Warmth,positive,1,0
warnings,positive,1,0
watchable,positive,1,0
watchful,positive,1,0
wealth,positive,1,0
Wedding,positive,1,0
Weekend,positive,1,0
welcome,positive,1,0
welcomed,positive,1,0
welcomes,positive,1,0
well,positive,1,0
well-acted,positive,1,0
well-balanced,positive,1,0
well-characterized,positive,1,0
well-constructed,positive,1,0
well-contructed,positive,1,0
well-crafted,positive,1,0
well-defined,positive,1,0
well-deserved,positive,1,0
well-detailed,positive,1,0
well-developed,positive,1,0
well-directed,positive,1,0
Well-done,positive,1,0
well-edited,positive,1,0
well-established,positive,1,0
well-formed,positive,1,0
well-intentioned,positive,1,0
well-known,positive,1,0
well-lensed,positive,1,0
well-meaningness,positive,1,0
Well-meant,positive,1,0
Well-nigh,positive,1,0
well-observed,positive,1,0
well-paced,positive,1,0
well-put-together,positive,1,0
well-rounded,positive,1,0
well-shot,positive,1,0
well-thought,positive,1,0
well-timed,positive,1,0
well-told,positive,1,0
well-wrought,positive,1,0
whimsical,positive,1,0
whimsicality,positive,1,0
whimsy,positive,1,0
whip-smart,positive,1,0
whirlwind,positive,1,0
whit,positive,1,0
white-knuckled,positive,1,0
whole-heartedly,positive,1,0
wholesome,positive,1,0
wholly,positive,1,0
wicked,positive,1,0
wide-eyed,positive,1,0
wide-smiling,positive,1,0
Wild,positive,1,0
wild-and-woolly,positive,1,0
wildlife,positive,1,0
win,positive,1,0
wind,positive,1,0
windshield,positive,1,0
wink,positive,1,0
winning,positive,1,0
winningly,positive,1,0
wisdom,positive,1,0
wise,positive,1,0
wise-beyond-her-years,positive,1,0
wisely,positive,1,0
wittier,positive,1,0
witty,positive,1,0
wizened,positive,1,0
won,positive,1,0
wonderful,positive,1,0
wonderfully,positive,1,0
wonderous,positive,1,0
wondrous,positive,1,0
wondrously,positive,1,0
Woo,positive,1,0
wore,positive,1,0
workmanlike,positive,1,0
world-class,positive,1,0
world-renowned,positive,1,0
worshipful,positive,1,0
worth,positive,1,0
worthwhile,positive,1,0
Worthy,positive,1,0
wow,positive,1,0
wryly,positive,1,0
Xmas,positive,1,0
yank,positive,1,0
yeah,positive,1,0
Zany,positive,1,0
zeal,positive,1,0
zinger-filled,positive,1,0
TRUE,positive,1,0
abhorrent,negative,-1,1
Abomination,negative,-1,1
adultery,negative,-1,1
agonizing,negative,-1,1
annoyance,negative,-1,1
annoying,negative,-1,1
appalled,negative,-1,1
appalling,negative,-1,1
artless,negative,-1,1
atrocious,negative,-1,1
audience-abuse,negative,-1,1
avoid,negative,-1,1
awful,negative,-1,1
awfully,negative,-1,1
baaaaaaaaad,negative,-1,1
bad,negative,-1,1
badly-rendered,negative,-1,1
bad-movie,negative,-1,1
beating,negative,-1,1
bibbidy-bobbidi-bland,negative,-1,1
bile,negative,-1,1
bitch,negative,-1,1
bitchy,negative,-1,1
bitter,negative,-1,1
bomb,negative,-1,1
bombing,negative,-1,1
bore,negative,-1,1
boredom,negative,-1,1
boring,negative,-1,1
botches,negative,-1,1
bottom-of-the-bill,negative,-1,1
brainless,negative,-1,1
bruised,negative,-1,1
burnt-out,negative,-1,1
car-wreck,negative,-1,1
cesspool,negative,-1,1
cheap,negative,-1,1
choppy,negative,-1,1
codswallop,negative,-1,1
cold-fish,negative,-1,1
coma,negative,-1,1
Contempt,negative,-1,1
convoluted,negative,-1,1
cowardly,negative,-1,1
crap,negative,-1,1
crappy,negative,-1,1
cringe,negative,-1,1
crippled,negative,-1,1
cruelly,negative,-1,1
Crummy,negative,-1,1
damaged-goods,negative,-1,1
Dead,negative,-1,1
deceitful,negative,-1,1
dehumanizing,negative,-1,1
depraved,negative,-1,1
depressing,negative,-1,1
devastating,negative,-1,1
die,negative,-1,1
dimwits,negative,-1,1
disappoint,negative,-1,1
disappointing,negative,-1,1
disappointingly,negative,-1,1
disappointment,negative,-1,1
disappointments,negative,-1,1
disappoints,negative,-1,1
disaster,negative,-1,1
disdain,negative,-1,1
disgust,negative,-1,1
disgusted,negative,-1,1
disgusting,negative,-1,1
disinterest,negative,-1,1
distasteful,negative,-1,1
doomed,negative,-1,1
drab,negative,-1,1
drabness,negative,-1,1
dread,negative,-1,1
dreadful,negative,-1,1
dreadfulness,negative,-1,1
dull,negative,-1,1
dull-witted,negative,-1,1
dumbest,negative,-1,1
embarrassing,negative,-1,1
ENOUGH,negative,-1,1
errors,negative,-1,1
excruciating,negative,-1,1
Execrable,negative,-1,1
exploitative,negative,-1,1
failed,negative,-1,1
fails,negative,-1,1
failure,negative,-1,1
Feeble,negative,-1,1
Flawed,negative,-1,1
flopped,negative,-1,1
flounders,negative,-1,1
forgettable,negative,-1,1
freakshow,negative,-1,1
frustrating,negative,-1,1
frustration,negative,-1,1
glacier-paced,negative,-1,1
Godawful,negative,-1,1
Goddammit,negative,-1,1
gross,negative,-1,1
grotesque,negative,-1,1
grotesquely,negative,-1,1
hate,negative,-1,1
heinous,negative,-1,1
hell,negative,-1,1
hideous,negative,-1,1
hideously,negative,-1,1
hogwash,negative,-1,1
holocaust,negative,-1,1
horrendously,negative,-1,1
horrible,negative,-1,1
horribly,negative,-1,1
horrid,negative,-1,1
humorless,negative,-1,1
icky,negative,-1,1
idiotic,negative,-1,1
idiots,negative,-1,1
ignorant,negative,-1,1
ill-constructed,negative,-1,1
Illiterate,negative,-1,1
illness,negative,-1,1
impossible,negative,-1,1
inauthentic,negative,-1,1
inexcusable,negative,-1,1
inferior,negative,-1,1
infuriating,negative,-1,1
inhospitability,negative,-1,1
insufferable,negative,-1,1
irritating,negative,-1,1
jerky,negative,-1,1
joyless,negative,-1,1
lame,negative,-1,1
laziest,negative,-1,1
less-than-thrilling,negative,-1,1
down,negative,-1,
letdown,negative,-1,1
lobotomized,negative,-1,1
long-dreaded,negative,-1,1
lousy,negative,-1,1
ludicrous,negative,-1,1
lynchings,negative,-1,1
meaningless,negative,-1,1
miserable,negative,-1,1
miserably,negative,-1,1
misguided,negative,-1,1
moldy,negative,-1,1
monotony,negative,-1,1
morbid,negative,-1,1
moronic,negative,-1,1
nasty,negative,-1,1
nauseating,negative,-1,1
negativity,negative,-1,1
nightmare,negative,-1,1
not-at-all-good,negative,-1,1
not-so-funny,negative,-1,1
one-star,negative,-1,1
Painful,negative,-1,1
painfully,negative,-1,1
pathetic,negative,-1,1
pissed,negative,-1,1
Plotless,negative,-1,1
pointless,negative,-1,1
pompous,negative,-1,1
preposterous,negative,-1,1
pungent,negative,-1,1
racism,negative,-1,1
racist,negative,-1,1
repugnant,negative,-1,1
Repulsion,negative,-1,1
repulsive,negative,-1,1
retch,negative,-1,1
revulsion,negative,-1,1
ripoff,negative,-1,1
rip-off,negative,-1,1
rubbish,negative,-1,1
saddest,negative,-1,1
scuzzy,negative,-1,1
self-destructiveness,negative,-1,1
shoddy,negative,-1,1
sloppy,negative,-1,1
smutty,negative,-1,1
Snide,negative,-1,1
snooze,negative,-1,1
snoozer,negative,-1,1
snore-fest,negative,-1,1
so-bad-it,negative,-1,1
so-bad-they,negative,-1,1
soon-to-be-forgettable,negative,-1,1
soul-killing,negative,-1,1
Soulless,negative,-1,1
stalking,negative,-1,1
steals,negative,-1,1
stupid,negative,-1,1
stupider,negative,-1,1
stupidest,negative,-1,1
substance-free,negative,-1,1
sucked,negative,-1,1
sucker,negative,-1,1
Sucking,negative,-1,1
sucks,negative,-1,1
super-stupid,negative,-1,1
Terrible,negative,-1,1
terribly,negative,-1,1
time-wasting,negative,-1,1
tiring,negative,-1,1
tortuous,negative,-1,1
tortured,negative,-1,1
trash,negative,-1,1
trash-cinema,negative,-1,1
turd,negative,-1,1
unappealing,negative,-1,1
unbearable,negative,-1,1
uncompelling,negative,-1,1
under-inspired,negative,-1,1
undisciplined,negative,-1,1
unencouraging,negative,-1,1
unendurable,negative,-1,1
unexceptional,negative,-1,1
unfocused,negative,-1,1
unfulfilling,negative,-1,1
unimaginatively,negative,-1,1
unlikable,negative,-1,1
unmemorable,negative,-1,1
unoriginality,negative,-1,1
unrecommendable,negative,-1,1
unrecoverable,negative,-1,1
unrewarding,negative,-1,1
unsatisfying,negative,-1,1
unsuccessful,negative,-1,1
unwatchable,negative,-1,1
Vague,negative,-1,1
valueless,negative,-1,1
violence,negative,-1,1
vulgar,negative,-1,1
Waste,negative,-1,1
weakest,negative,-1,1
wearisome,negative,-1,1
white-trash,negative,-1,1
Wince-inducing,negative,-1,1
worst,negative,-1,1
worthless,negative,-1,1
wreaked,negative,-1,1
wretched,negative,-1,1
wretchedness,negative,-1,1
zzzzzzzzz,negative,-1,1
Abandon,negative,-1,0
abject,negative,-1,0
abrasive,negative,-1,0
abrupt,negative,-1,0
absurd,negative,-1,0
absurdist,negative,-1,0
absurdities,negative,-1,0
absurdity,negative,-1,0
abuse,negative,-1,0
abused,negative,-1,0
abusers,negative,-1,0
abuses,negative,-1,0
abysmal,negative,-1,0
Abysmally,negative,-1,0
abyss,negative,-1,0
accident,negative,-1,0
accident-prone,negative,-1,0
ache,negative,-1,0
aching,negative,-1,0
acidity,negative,-1,0
acrid,negative,-1,0
addict,negative,-1,0
addicted,negative,-1,0
affair,negative,-1,0
after-hours,negative,-1,0
aftertaste,negative,-1,0
aged,negative,-1,0
aggravating,negative,-1,0
agony,negative,-1,0
aground,negative,-1,0
AIDS,negative,-1,0
ailments,negative,-1,0
aimless,negative,-1,0
aimlessly,negative,-1,0
aimlessness,negative,-1,0
airhead,negative,-1,0
alarming,negative,-1,0
alienate,negative,-1,0
alienated,negative,-1,0
alienating,negative,-1,0
alienation,negative,-1,0
alientation,negative,-1,0
all-night,negative,-1,0
all-out,negative,-1,0
all-over-the-map,negative,-1,0
all-too-familiar,negative,-1,0
all-wise-guys-all-the-time,negative,-1,0
aloof,negative,-1,0
already-shallow,negative,-1,0
amateurish,negative,-1,0
amateurishly,negative,-1,0
amateurishness,negative,-1,0
ambivalence,negative,-1,0
amnesiac,negative,-1,0
amoral,negative,-1,0
anarchy,negative,-1,0
Anemic,negative,-1,0
anger,negative,-1,0
angry,negative,-1,0
angst-ridden,negative,-1,0
anguish,negative,-1,0
anguished,negative,-1,0
annoyed,negative,-1,0
annoyingly,negative,-1,0
antagonists,negative,-1,0
anti-,negative,-1,0
anti-Darwinian,negative,-1,0
anti-date,negative,-1,0
anti-feminist,negative,-1,0
antithesis,negative,-1,0
Apallingly,negative,-1,0
arduous,negative,-1,0
argue,negative,-1,0
argues,negative,-1,0
Armageddon,negative,-1,0
arrested,negative,-1,0
arrogant,negative,-1,0
arthritic,negative,-1,0
artificial,negative,-1,0
artificiality,negative,-1,0
asinine,negative,-1,0
assassination,negative,-1,0
assault,negative,-1,0
assaultive,negative,-1,0
assert,negative,-1,0
assesses,negative,-1,0
ate,negative,-1,0
atheistic,negative,-1,0
atrociously,negative,-1,0
atrocities,negative,-1,0
attack,negative,-1,0
Audacious-impossible,negative,-1,0
audacity,negative,-1,0
Auschwitz,negative,-1,0
autistic,negative,-1,0
auto-critique,negative,-1,0
avalanche,negative,-1,0
avarice,negative,-1,0
avoided,negative,-1,0
awfulness,negative,-1,0
awkward,negative,-1,0
awry,negative,-1,0
b.s.,negative,-1,0
backstabbing,negative,-1,0
back-stabbing,negative,-1,0
badder,negative,-1,0
bad-luck,negative,-1,0
bags,negative,-1,0
balding,negative,-1,0
baloney,negative,-1,0
banal,negative,-1,0
banality,negative,-1,0
bankruptcy,negative,-1,0
barbarism,negative,-1,0
barf,negative,-1,0
bargain-basement,negative,-1,0
Barlow,negative,-1,0
barn-burningly,negative,-1,0
Based,negative,-1,0
bawdy,negative,-1,0
beaten,negative,-1,0
Bedouins,negative,-1,0
Bedroom,negative,-1,0
befallen,negative,-1,0
befuddled,negative,-1,0
befuddlement,negative,-1,0
befuddling,negative,-1,0
below,negative,-1,0
betrayals,negative,-1,0
bewildering,negative,-1,0
bewilderingly,negative,-1,0
beyond-lame,negative,-1,0
B-film,negative,-1,0
B-flick,negative,-1,0
bias,negative,-1,0
biased,negative,-1,0
bigotries,negative,-1,0
bilked,negative,-1,0
bite,negative,-1,0
bitterly,negative,-1,0
bizarre,negative,-1,0
blab,negative,-1,0
Black-and-white,negative,-1,0
blade-thin,negative,-1,0
blah,negative,-1,0
bland,negative,-1,0
Blandly,negative,-1,0
blandness,negative,-1,0
blaxploitation,negative,-1,0
bleak,negative,-1,0
bleakly,negative,-1,0
blemishes,negative,-1,0
Blimp,negative,-1,0
blinding,negative,-1,0
bliss-less,negative,-1,0
bloated,negative,-1,0
Blob,negative,-1,0
blobby,negative,-1,0
Block,negative,-1,0
blood,negative,-1,0
bloodbath,negative,-1,0
bloodless,negative,-1,0
bloody,negative,-1,0
blown,negative,-1,0
blows,negative,-1,0
blubber,negative,-1,0
bludgeon,negative,-1,0
bludgeoning,negative,-1,0
blue-light-special,negative,-1,0
blues,negative,-1,0
bluff,negative,-1,0
blunder,negative,-1,0
blundering,negative,-1,0
blurred,negative,-1,0
blustery,negative,-1,0
B-movie,negative,-1,0
bogs,negative,-1,0
bogus,negative,-1,0
Bola,negative,-1,0
bombs,negative,-1,0
book-on-tape,negative,-1,0
boorish,negative,-1,0
boorishness,negative,-1,0
boozy,negative,-1,0
bore-athon,negative,-1,0
bored,negative,-1,0
bores,negative,-1,0
Borg,negative,-1,0
Borscht,negative,-1,0
botched,negative,-1,0
botching,negative,-1,0
botch-jobs,negative,-1,0
bothersome,negative,-1,0
bottom,negative,-1,0
bottom-feeder,negative,-1,0
bottomlessly,negative,-1,0
Bottom-rung,negative,-1,0
bowel-curdling,negative,-1,0
Brainless,negative,-1,0
bratty,negative,-1,0
Break,negative,-1,0
breakdown,negative,-1,0
Broken,negative,-1,0
broken-down,negative,-1,0
brooding,negative,-1,0
bruising,negative,-1,0
buffoons,negative,-1,0
buggy,negative,-1,0
bully,negative,-1,0
bumbling,negative,-1,0
bumpy,negative,-1,0
bungling,negative,-1,0
Burning,negative,-1,0
burns,negative,-1,0
bust,negative,-1,0
busy,negative,-1,0
butchered,negative,-1,0
Butterfingered,negative,-1,0
buzz-obsessed,negative,-1,0
callow,negative,-1,0
cancer,negative,-1,0
cannibal,negative,-1,0
cardiac,negative,-1,0
careless,negative,-1,0
caricature,negative,-1,0
Carrera,negative,-1,0
castrated,negative,-1,0
Castro,negative,-1,0
catastrophe,negative,-1,0
cathartic,negative,-1,0
cautions,negative,-1,0
chafing,negative,-1,0
challenges,negative,-1,0
chamber,negative,-1,0
chaos,negative,-1,0
chaotic,negative,-1,0
charmless,negative,-1,0
cheapen,negative,-1,0
cheapened,negative,-1,0
cheapening,negative,-1,0
cheap-looking,negative,-1,0
cheapo,negative,-1,0
cheap-shot,negative,-1,0
cheat,negative,-1,0
cheated,negative,-1,0
cheatfully,negative,-1,0
cheating,negative,-1,0
cheesier,negative,-1,0
cheesiest,negative,-1,0
cheesiness,negative,-1,0
cheesy,negative,-1,0
childish,negative,-1,0
chill,negative,-1,0
chloroform-soaked,negative,-1,0
choke,negative,-1,0
chokes,negative,-1,0
choppiness,negative,-1,0
chopsocky,negative,-1,0
chore,negative,-1,0
Christ,negative,-1,0
chronically,negative,-1,0
chuckles,negative,-1,0
churlish,negative,-1,0
clashes,negative,-1,0
classism,negative,-1,0
claustrophobic,negative,-1,0
cliche,negative,-1,0
cliche-bound,negative,-1,0
cliched,negative,-1,0
clichéd,negative,-1,0
cliche-drenched,negative,-1,0
cliché-laden,negative,-1,0
cliche-ridden,negative,-1,0
cliche-riddled,negative,-1,0
cliché-riddled,negative,-1,0
Cliches,negative,-1,0
clichés,negative,-1,0
clich?d,negative,-1,0
CliffsNotes,negative,-1,0
clone-gag,negative,-1,0
clotted,negative,-1,0
clueless,negative,-1,0
cluelessness,negative,-1,0
clumsily,negative,-1,0
clumsiness,negative,-1,0
clumsy,negative,-1,0
clunker,negative,-1,0
clunkiness,negative,-1,0
clunk-on-the-head,negative,-1,0
clunky,negative,-1,0
cockamamie,negative,-1,0
cold,negative,-1,0
cold-hearted,negative,-1,0
coldly,negative,-1,0
collapse,negative,-1,0
collapses,negative,-1,0
collision,negative,-1,0
comatose,negative,-1,0
combatants,negative,-1,0
commonly,negative,-1,0
complain,negative,-1,0
complaining,negative,-1,0
complaint,negative,-1,0
complexities,negative,-1,0
complications,negative,-1,0
con,negative,-1,0
conceit,negative,-1,0
conceited,negative,-1,0
concocted,negative,-1,0
condescending,negative,-1,0
confined,negative,-1,0
confining,negative,-1,0
conflict,negative,-1,0
conflicting,negative,-1,0
conflicts,negative,-1,0
Confounding,negative,-1,0
confrontational,negative,-1,0
confrontations,negative,-1,0
confused,negative,-1,0
confuses,negative,-1,0
confusing,negative,-1,0
conned,negative,-1,0
conspicuous,negative,-1,0
constricted,negative,-1,0
constrictive,negative,-1,0
contempt,negative,-1,0
contemptible,negative,-1,0
contradiction,negative,-1,0
contradictions,negative,-1,0
contradictory,negative,-1,0
Contradicts,negative,-1,0
contrived,negative,-1,0
contriving,negative,-1,0
Control-Alt-Delete,negative,-1,0
controversial,negative,-1,0
controversy,negative,-1,0
copout,negative,-1,0
cop-out,negative,-1,0
copycat,negative,-1,0
copyof,negative,-1,0
corniest,negative,-1,0
corny,negative,-1,0
corpse,negative,-1,0
corrupt,negative,-1,0
corruption,negative,-1,0
Coughs,negative,-1,0
Crackerjack,negative,-1,0
cranky,negative,-1,0
crappola,negative,-1,0
crapulence,negative,-1,0
crash-and-bash,negative,-1,0
crass-a-thons,negative,-1,0
crassly,negative,-1,0
craven,negative,-1,0
crawled,negative,-1,0
crawlies,negative,-1,0
craziness,negative,-1,0
creaking,negative,-1,0
creep,negative,-1,0
creeped,negative,-1,0
creepiness,negative,-1,0
creeping,negative,-1,0
creeps,negative,-1,0
creepy,negative,-1,0
crematorium,negative,-1,0
cribbed,negative,-1,0
cried,negative,-1,0
Crikey,negative,-1,0
Criminal,negative,-1,0
cringing,negative,-1,0
Critical,negative,-1,0
criticism,negative,-1,0
crock,negative,-1,0
cross-dressing,negative,-1,0
crucifixion,negative,-1,0
crude,negative,-1,0
crudely,negative,-1,0
crudeness,negative,-1,0
crudity,negative,-1,0
cruel,negative,-1,0
crummy,negative,-1,0
crushed,negative,-1,0
crusty,negative,-1,0
cult,negative,-1,0
cumbersome,negative,-1,0
curmudgeonly,negative,-1,0
curse,negative,-1,0
cursing,negative,-1,0
cursory,negative,-1,0
cussing,negative,-1,0
cynical,negative,-1,0
cynicism,negative,-1,0
daft,negative,-1,0
Dahmer,negative,-1,0
damage,negative,-1,0
damaged,negative,-1,0
damn,negative,-1,0
damned,negative,-1,0
Dangerous,negative,-1,0
dangers,negative,-1,0
dark-as-pitch,negative,-1,0
darker,negative,-1,0
darkness,negative,-1,0
dated,negative,-1,0
