Word,Sentiment
curt,Negative
curtail,Negative
curtailed,Negative
curtailing,Negative
curtailment,Negative
curtailments,Negative
curtails,Negative
cushy,Positive
cuss,Negative
cussed,Negative
cute,Positive
cutely,Positive
cuteness,Positive
cuter,Positive
cutes,Positive
cutesier,Positive
cutesiest,Positive
cutest,Positive
cutesy,Positive
cutey,Positive
cuteys,Positive
cutie,Positive
cuties,Positive
cutthroat,Negative
cynic,Negative
cynical,Negative
cynically,Negative
cynicism,Negative
cynicisms,Negative
cynics,Negative
damag,Negative
damage,Negative
damageable,Negative
damaged,Negative
damager,Negative
damagers,Negative
damages,Negative
damaging,Negative
damagingly,Negative
damn,Negative
damnabilities,Negative
damnability,Negative
damnable,Negative
damnable,Negative
damnableness,Negative
damnably,Negative
damnation,Negative
damndest,Negative
damned,Negative
damner,Negative
damners,Negative
damnify,Negative
damnifying,Negative
damning,Negative
damns,Negative
damper,Negative
dandier,Positive
dandy,Positive
danger,Negative
dangered,Negative
dangerous,Negative
dangerously,Negative
dangerousness,Negative
dangers,Negative
dank,Positive
danke,Positive
danken,Positive
daring,Positive
daringly,Positive
dark,Negative
darken,Negative
darkened,Negative
darker,Negative
darkness,Negative
darlin,Positive
darling,Positive
darlings,Positive
dashing,Positive
dastard,Negative
dastardly,Negative
daunt,Negative
daunting,Negative
dauntingly,Negative
dauntless,Positive
dawdle,Negative
dawn,Positive
daze,Negative
dazed,Negative
dazzle,Positive
dazzled,Positive
dazzling,Positive
dead,Negative
deadbeat,Negative
dead-cheap,Negative
deadliness,Negative
deadlock,Negative
deadly,Negative
dead-on,Negative
deadweight,Negative
deaf,Negative
deafen,Negative
deafened,Negative
deafening,Negative
deafens,Negative
deafer,Negative
deafest,Negative
deafly,Negative
deafness,Negative
dear,Positive
dearer,Positive
dearest,Positive
dearie,Positive
dearies,Positive
dearly,Positive
dearness,Positive
dears,Positive
dearth,Negative
dearth,Negative
dearths,Negative
deary,Positive
death,Negative
deathbed,Negative
deathbeds,Negative
deathblow,Negative
deathblows,Negative
deathcup,Negative
deathcups,Negative
deathful,Negative
deathlike,Negative
deathly,Negative
deathrate,Negative
deaths,Negative
deathtrap,Negative
deathtraps,Negative
deathwatch,Negative
deathwatches,Negative
deathy,Negative
debacle,Negative
debase,Negative
debasement,Negative
debaser,Negative
debatable,Negative
debauch,Negative
debaucher,Negative
debauchery,Negative
debilitate,Negative
debilitating,Negative
debility,Negative
debt,Negative
debtor,Negative
debtors,Negative
debts,Negative
debug,Negative
debugging,Negative
decadence,Negative
decadent,Negative
decadently,Negative
decadents,Negative
decay,Negative
decayable,Negative
decayed,Negative
decayed,Negative
decayedness,Negative
decaying,Negative
decays,Negative
decease,Negative
deceit,Negative
deceitful,Negative
deceitfully,Negative
deceitfulness,Negative
deceitfulness,Negative
deceive,Negative
deceiver,Negative
deceivers,Negative
deceiving,Negative
decency,Positive
decent,Positive
deception,Negative
deceptions,Negative
deceptive,Negative
deceptively,Negative
deceptively,Negative
deceptiveness,Negative
decisive,Positive
decisiveness,Positive
declaim,Negative
decline,Negative
decline,Negative
declined,Negative
decliner,Negative
decliners,Negative
declines,Negative
declines,Negative
declining,Negative
decompos,Negative
decrement,Negative
decrepit,Negative
decrepitude,Negative
decry,Negative
ded,Negative
dedded,Negative
dedicated,Positive
dedication,Positive
dedness,Negative
deds,Negative
defam,Negative
defamation,Negative
defamations,Negative
defamatory,Negative
defame,Negative
defamed,Negative
defamer,Negative
defamers,Negative
defames,Negative
defaming,Negative
defamingly,Negative
defeat,Negative
defeated,Negative
defeating,Positive
defeating,Negative
defeatis,Negative
defeatism,Negative
defeatist,Negative
defeatists,Negative
defeats,Positive
defect,Negative
defected,Negative
defecting,Negative
defection,Negative
defections,Negative
defective,Negative
defectively,Negative
defectiveness,Negative
defector,Negative
defectors,Negative
defects,Negative
defenc,Negative
defendant,Negative
defender,Positive
defenseless,Negative
defenselessly,Negative
defenselessness,Negative
defensive,Negative
defensively,Negative
defensiveness,Negative
deference,Positive
defiance,Negative
defiant,Negative
defiantly,Negative
deficiencies,Negative
deficiency,Negative
deficient,Negative
deficiently,Negative
deficit,Negative
defile,Negative
defiler,Negative
deflated,Negative
deform,Negative
deformed,Negative
defrauding,Negative
deft,Positive
defunct,Negative
defy,Negative
degenerate,Negative
degenerated,Negative
degenerately,Negative
degenerateness,Negative
degenerates,Negative
degeneration,Negative
deginified,Positive
degrad,Negative
degradation,Negative
degradations,Negative
degrade,Negative
degraded,Negative
degradedly,Negative
degradedness,Negative
degrader,Negative
degraders,Negative
degrades,Negative
degrading,Negative
degradingly,Negative
dehumanization,Negative
dehumanize,Negative
deign,Negative
deject,Negative
dejected,Negative
dejectedly,Negative
dejectedness,Negative
dejection,Negative
delay,Negative
delayed,Negative
delayer,Negative
delayers,Negative
delaying,Negative
delays,Negative
delectabl,Positive
delectable,Positive
delicacy,Positive
delicate,Positive
delicious,Positive
deliciously,Positive
deliciousness,Positive
deligh,Positive
delight,Positive
delighted,Positive
delightedly,Positive
delightful,Positive
delightfully,Positive
delightfulness,Positive
delighting,Positive
delights,Positive
delinquency,Negative
delinquent,Negative
delinquently,Negative
delinquents,Negative
delirious,Negative
deliriously,Negative
delirium,Negative
deliverance,Positive
delude,Negative
deluded,Negative
deluder,Negative
deluders,Negative
deludes,Negative
deluge,Negative
delusion,Negative
delusional,Negative
delusionary,Negative
delusionist,Negative
delusions,Negative
demean,Negative
demeaned,Negative
demeaning,Negative
demeans,Negative
demise,Negative
demolish,Negative
demolisher,Negative
demon,Negative
demonic,Negative
demonize,Negative
demonized,Negative
demonizes,Negative
demonizing,Negative
demoralize,Negative
demoralizing,Negative
demoralizingly,Negative
demure,Negative
denial,Negative
denied,Negative
denies,Negative
denigrate,Negative
denounce,Negative
dense,Negative
dent,Negative
dental-surgery,Negative
dented,Negative
dents,Negative
denunciate,Negative
denunciation,Negative
denunciations,Negative
deny,Negative
denying,Negative
dependable,Positive
dependably,Positive
dependent,Positive
deplete,Negative
depleted,Negative
depletes,Negative
deplorable,Negative
deplorably,Negative
deplore,Negative
deplored,Negative
deplorer,Negative
deplorers,Negative
deplores,Negative
deploring,Negative
deploringly,Negative
depose,Negative
deprav,Negative
deprave,Negative
deprave,Negative
depraved,Negative
depraved,Negative
depravedly,Negative
depravedly,Negative
depravedness,Negative
depraver,Negative
depraves,Negative
depraving,Negative
depravities,Negative
depravity,Negative
deprecate,Negative
depreciate,Negative
depreciated,Negative
depreciates,Negative
depreciation,Negative
depress,Negative
depressant,Negative
depressants,Negative
depressed,Negative
depresses,Negative
depressibilities,Negative
depressibility,Negative
depressible,Negative
depressing,Negative
depressingly,Negative
depression,Negative
depressions,Negative
depressive,Negative
depressively,Negative
depressives,Negative
depressor,Negative
depressors,Negative
depriv,Negative
deprival,Negative
deprivals,Negative
deprivation,Negative
deprivations,Negative
deprive,Negative
deprived,Negative
depriver,Negative
deprivers,Negative
deprives,Negative
depriving,Negative
deride,Negative
derision,Negative
derisive,Negative
derisively,Negative
derisively,Negative
derisiveness,Negative
derisiveness,Negative
derogatory,Negative
desecrate,Negative
desert,Negative
deserting,Negative
desertion,Negative
desertions,Negative
deservedly,Positive
deserving,Positive
desiccate,Negative
desiccated,Negative
desirable,Positive
desire,Positive
desiring,Positive
desirous,Positive
desolate,Negative
desolately,Negative
desolation,Negative
despair,Negative
despaired,Negative
despairing,Negative
despairingly,Negative
despairs,Negative
desperat,Negative
desperate,Negative
desperate,Negative
desperately,Negative
desperately,Negative
desperateness,Negative
desperation,Negative
desperation,Negative
despicable,Negative
despicably,Negative
despis,Negative
despise,Negative
despised,Negative
despiser,Negative
despisers,Negative
despises,Negative
despising,Negative
despo,Negative
despoil,Negative
despoiler,Negative
despondence,Negative
despondency,Negative
despondent,Negative
despondently,Negative
despot,Negative
despotic,Negative
despotism,Negative
destabilisation,Negative
destiny,Positive
destitut,Negative
destitute,Negative
destitutely,Negative
destituteness,Negative
destitution,Negative
destroy,Negative
destroyable,Negative
destroyed,Negative
destroyed,Negative
destroyer,Negative
destroyers,Negative
destroying,Negative
destroyingly,Negative
destroys,Negative
destruct,Negative
destructed,Negative
destructibility,Negative
destructible,Negative
destructing,Negative
destruction,Negative
destructions,Negative
destructive,Negative
destructively,Negative
destructiveness,Negative
destructor,Negative
destructors,Negative
destructs,Negative
desultory,Negative
detachable,Positive
detachment,Negative
detain,Negative
deter,Negative
deteriorate,Negative
deteriorating,Negative
deterioration,Negative
determination,Positive
determined,Positive
deterrent,Negative
detest,Negative
detestable,Negative
detestably,Negative
detestation,Negative
detestation,Negative
detestations,Negative
detested,Negative
detester,Negative
detesters,Negative
detesting,Negative
detests,Negative
detract,Negative
detracted,Negative
detracting,Negative
detraction,Negative
detractions,Negative
detractive,Negative
detractor,Negative
detractors,Negative
detracts,Negative
detriment,Negative
detrimental,Negative
devastat,Negative
devastate,Negative
devastated,Negative
devastated,Negative
devastates,Negative
devastating,Negative
devastatingly,Negative
devastation,Negative
devastations,Negative
devastative,Negative
devastator,Negative
devastators,Negative
develop,Positive
deviate,Negative
deviation,Negative
devil,Negative
deviled,Negative
deviling,Negative
devilish,Negative
devilishly,Negative
devilishness,Negative
devilkin,Negative
devilled,Negative
devilling,Negative
devilment,Negative
devilments,Negative
devilries,Negative
devilry,Negative
devils,Negative
deviltries,Negative
deviltry,Negative
devious,Negative
deviously,Negative
deviousness,Negative
devoid,Negative
devot,Positive
devote,Positive
devoted,Positive
devotedly,Positive
devotedness,Positive
devotee,Positive
devotees,Positive
devotes,Positive
devoting,Positive
devotion,Positive
devotional,Positive
devotions,Positive
devout,Positive
dexterous,Positive
dexterously,Positive
dextrous,Positive
diabolic,Negative
diabolical,Negative
diabolically,Negative
diam,Negative
diametrically,Negative
diappointed,Negative
diatribe,Negative
diatribes,Negative
dick,Negative
dickhead,Negative
dicks,Negative
dictator,Negative
dictatorial,Negative
die,Negative
died,Negative
die-hard,Negative
dies,Negative
difficult,Negative
difficulties,Negative
difficulties,Negative
difficultly,Negative
difficulty,Negative
diffidence,Negative
diffident,Negative
digni,Positive
dignified,Positive
dignifiedly,Positive
dignifies,Positive
dignify,Positive
dignifying,Positive
dignitar,Positive
dignitary,Positive
dignities,Positive
dignity,Positive
dilapidated,Negative
dilemma,Negative
diligence,Positive
diligent,Positive
diligently,Positive
dilly-dally,Negative
dim,Negative
dimmer,Negative
dimwit,Negative
dimwits,Negative
dimwitted,Negative
dimwittedness,Negative
din,Negative
ding,Negative
dings,Negative
dinky,Negative
diplomatic,Positive
dipshit,Negative
dire,Negative
direly,Negative
direness,Negative
dirt,Negative
dirtbag,Negative
dirtbags,Negative
dirt-cheap,Positive
dirts,Negative
dirty,Negative
disable,Negative
disabled,Negative
disablement,Negative
disabler,Negative
disaccord,Negative
disadvantage,Negative
disadvantaged,Negative
disadvantageous,Negative
disadvantageously,Negative
disadvantageousness,Negative
disadvantages,Negative
disaffect,Negative
disaffected,Negative
disaffirm,Negative
disagre,Negative
disagree,Negative
disagreeable,Negative
disagreeableness,Negative
disagreeably,Negative
disagreed,Negative
disagreeing,Negative
disagreement,Negative
disagreements,Negative
disagrees,Negative
disallow,Negative
disapointed,Negative
disapointing,Negative
disapointment,Negative
disappoint,Negative
disappointed,Negative
disappointing,Negative
disappointingly,Negative
disappointment,Negative
disappointments,Negative
disappoints,Negative
disapprobation,Negative
disapprov,Negative
disapproval,Negative
disapprovals,Negative
disapprove,Negative
disapproved,Negative
disapprove-of,Negative
disapproves,Negative
disapproving,Negative
disapprovingly,Negative
disapproving-of,Negative
disarm,Positive
disarray,Negative
disaster,Negative
disasterous,Negative
disasters,Negative
disastrous,Negative
disastrously,Negative
disavow,Negative
disavowal,Negative
disavowals,Negative
disavowed,Negative
disavowing,Negative
disavows,Negative
disbelief,Negative
disbelieve,Negative
disbeliever,Negative
disclaim,Negative
disclaimed,Negative
disclaiming,Negative
disclaims,Negative
discombobulate,Negative
discomfit,Negative
discomfititure,Negative
discomfort,Negative
discomforted,Negative
discomforting,Negative
discomforts,Negative
discompose,Negative
disconcert,Negative
disconcerted,Negative
disconcerting,Negative
disconcertingly,Negative
disconsolate,Negative
disconsolately,Negative
disconsolation,Negative
discontent,Negative
discontented,Negative
discontentedly,Negative
discontentedness,Negative
discontenting,Negative
discontentment,Negative
discontentments,Negative
discontents,Negative
discontinued,Negative
discontinuity,Negative
discontinuous,Negative
discord,Negative
discordance,Negative
discordant,Negative
discountenance,Negative
discourag,Negative
discourage,Negative
discouraged,Negative
discouragement,Negative
discouragements,Negative
discourages,Negative
discouraging,Negative
discouragingly,Negative
discourteous,Negative
discourteously,Negative
discoutinous,Negative
discredit,Negative
discreditable,Negative
discredited,Negative
discrediting,Negative
discredits,Negative
discrepant,Negative
discriminate,Negative
discriminated,Negative
discriminately,Negative
discriminates,Negative
discrimination,Negative
discriminatory,Negative
disdain,Negative
disdained,Negative
disdainful,Negative
disdainfully,Negative
disease,Negative
diseased,Negative
diseases,Negative
disenchanted,Negative
disfavor,Negative
disgrace,Negative
disgraced,Negative
disgraceful,Negative
disgracefully,Negative
disgracefulness,Negative
disgracer,Negative
disgracers,Negative
disgraces,Negative
disgruntle,Negative
disgruntled,Negative
disgust,Negative
disgusted,Negative
disgustedly,Negative
disgustful,Negative
disgustfully,Negative
disgusting,Negative
disgustingly,Negative
disgusts,Negative
dishearten,Negative
disheartened,Negative
disheartening,Negative
dishearteningly,Negative
disheartenment,Negative
disheartens,Negative
dishonest,Negative
dishonesties,Negative
dishonestly,Negative
dishonesty,Negative
dishonor,Negative
dishonorable,Negative
dishonorablely,Negative
dishonorableness,Negative
dishonorably,Negative
dishonored,Negative
dishonoring,Negative
dishonors,Negative
disillusion,Negative
disIllusioned,Negative
disillusioning,Negative
disillusionment,Negative
disillusionments,Negative
disillusions,Negative
disinclination,Negative
disinclined,Negative
disingenuous,Negative
disingenuously,Negative
disintegrate,Negative
disintegrated,Negative
disintegrates,Negative
disintegration,Negative
disinterest,Negative
disinterested,Negative
disinterestedly,Negative
disinterestedness,Negative
disinterestedness,Negative
dislike,Negative
disliked,Negative
dislikes,Negative
disliking,Negative
dislocated,Negative
disloyal,Negative
disloyalty,Negative
dismal,Negative
dismally,Negative
dismalness,Negative
dismay,Negative
dismayed,Negative
dismaying,Negative
dismayingly,Negative
dismays,Negative
dismiss,Negative
dismissal,Negative
dismissals,Negative
dismissed,Negative
dismisses,Negative
dismissing,Negative
dismissive,Negative
dismissively,Negative
disobedience,Negative
disobedient,Negative
disobediently,Negative
disobey,Negative
disoobedient,Negative
disorder,Negative
disordered,Negative
disordering,Negative
disorderliness,Negative
disorderly,Negative
disorders,Negative
disorganized,Negative
disorient,Negative
disoriented,Negative
disown,Negative
disparage,Negative
disparaged,Negative
disparagement,Negative
disparagements,Negative
disparages,Negative
disparaging,Negative
disparagingly,Negative
dispensability,Negative
dispensable,Negative
dispense,Negative
dispirit,Negative
dispirited,Negative
dispiritedly,Negative
dispiriting,Negative
displace,Negative
displaced,Negative
displease,Negative
displeased,Negative
displeases,Negative
displeases,Negative
displeasing,Negative
displeasure,Negative
disproportionate,Negative
disprove,Negative
disputable,Negative
dispute,Negative
disputed,Negative
disquiet,Negative
disquieting,Negative
disquietingly,Negative
disquietude,Negative
disregard,Negative
disregarded,Negative
disregardful,Negative
disregarding,Negative
disregards,Negative
disreputable,Negative
disrepute,Negative
disrespect,Negative
disrespectable,Negative
disrespectablity,Negative
disrespectful,Negative
disrespectfully,Negative
disrespectfulness,Negative
disrespecting,Negative
disrupt,Negative
disrupted,Negative
disrupter,Negative
disrupting,Negative
disruption,Negative
disruptions,Negative
disruptive,Negative
disruptively,Negative
disruptiveness,Negative
disrupts,Negative
diss,Negative
dissapointed,Negative
dissappointed,Negative
dissappointing,Negative
dissatisf,Negative
dissatisfaction,Negative
dissatisfactions,Negative
dissatisfactory,Negative
dissatisfied,Negative
dissatisfies,Negative
dissatisfy,Negative
dissatisfying,Negative
dissed,Negative
dissemble,Negative
dissembler,Negative
dissension,Negative
dissent,Negative
dissented,Negative
dissenter,Negative
dissenters,Negative
dissentient,Negative
dissentients,Negative
dissenting,Negative
dissention,Negative
dissents,Negative
disservice,Negative
disses,Negative
dissidence,Negative
dissident,Negative
dissidents,Negative
dissing,Negative
dissocial,Negative
dissolute,Negative
dissolution,Negative
dissonance,Negative
dissonant,Negative
dissonantly,Negative
dissuade,Negative
dissuasive,Negative
distains,Negative
distaste,Negative
distasteful,Negative
distastefully,Negative
distinction,Positive
distinctive,Positive
distinguished,Positive
distort,Negative
distortable,Negative
distorted,Negative
distorter,Negative
distorters,Negative
distorting,Negative
distortion,Negative
distortional,Negative
distortions,Negative
distorts,Negative
distract,Negative
distracted,Negative
distractedly,Negative
distractibility,Negative
distracting,Negative
distractingly,Negative
distraction,Negative
distractions,Negative
distractive,Negative
distracts,Negative
distraught,Negative
distraughtly,Negative
distraughtness,Negative
distress,Negative
distressed,Negative
distresses,Negative
distressful,Negative
distressfully,Negative
distressing,Negative
distressingly,Negative
distrust,Negative
distrusted,Negative
distrustful,Negative
distrustfully,Negative
distrustfulness,Negative
distrusting,Negative
distrusts,Negative
disturb,Negative
disturbance,Negative
disturbances,Negative
disturbed,Negative
disturber,Negative
disturbers,Negative
disturbers,Negative
disturbing,Negative
disturbingly,Negative
disturbs,Negative
disunity,Negative
disvalue,Negative
divergent,Negative
diversified,Positive
divin,Positive
divine,Positive
divinely,Positive
divines,Positive
divinest,Positive
divining,Positive
divinise,Positive
divinities,Positive
divinity,Positive
divinize,Positive
divisive,Negative
divisively,Negative
divisiveness,Negative
divorce,Negative
divorceable,Negative
divorced,Negative
divorcee,Negative
divorcees,Negative
divorcement,Negative
divorcements,Negative
divorcer,Negative
divorcers,Negative
divorces,Negative
dizziness,Negative
dizzing,Negative
dizzingly,Negative
dizzy,Negative
dizzyingly,Negative
dmn,Negative
doddering,Negative
dodgey,Negative
dogged,Negative
doggedly,Negative
dogmatic,Negative
do-it-all-over-again,Negative
doldrums,Negative
dolt,Negative
domina,Negative
dominance,Positive
dominant,Positive
dominantly,Positive
dominants,Positive
dominate,Positive
dominated,Positive
dominates,Positive
dominating,Positive
domination,Positive
dominations,Positive
dominator,Positive
dominators,Positive
domineer,Negative
domineering,Negative
don,Negate
don’t-reply,Negative
don’t-text-back,Negative
donside,Negative
doom,Negative
doomed,Negative
doomful,Negative
dooming,Negative
dooms,Negative
doomsday,Negative
doomsdays,Negative
doomster,Negative
doomsters,Negative
dope,Negative
dopey,Negative
dork,Negative
dorky,Negative
dote,Positive
doting,Negative
dotingly,Positive
double-standards,Negative
doubt,Negative
doubtable,Negative
doubted,Negative
doubter,Negative
doubters,Negative
doubtful,Negative
doubtfully,Negative
doubtfulness,Negative
doubting,Negative
doubtingly,Negative
doubtless,Positive
doubtlessly,Positive
doubts,Negative
douchbag,Negative
douchebag,Negative
douchebags,Negative
dove,Positive
downbeat,Negative
downcast,Negative
downer,Negative
downfall,Negative
downfallen,Negative
downgrade,Negative
downhearted,Negative
downheartedly,Negative
downhill,Negative
downpour,Negative
downpouring,Negative
downpours,Negative
downside,Negative
downsides,Negative
downturn,Negative
downturns,Negative
drab,Negative
draconian,Negative
draconic,Negative
drag,Negative
dragged,Negative
dragging,Negative
dragoon,Negative
drags,Negative
drain,Negative
drained,Negative
draining,Negative
drains,Negative
drama,Positive
drastic,Negative
drastically,Negative
drawback,Negative
drawbacks,Negative
dread,Negative
dreaded,Negative
dreadful,Negative
dreadfully,Negative
dreadfulness,Negative
dreadfuls,Negative
dreading,Negative
dreads,Negative
dreamland,Positive
dreary,Negative
drilled,Negative
dripped,Negative
dripping,Negative
drippy,Negative
drips,Negative
drivel,Negative
drones,Negative
droop,Negative
droops,Negative
droopy,Negative
dropout,Negative
drop-out,Negative
dropouts,Negative
drop-outs,Negative
drought,Negative
drown,Negative
drowned,Negative
drowner,Negative
drowners,Negative
drowning,Negative
drowns,Negative
drowsy,Negative
drunk,Negative
drunkard,Negative
drunken,Negative
dubious,Negative
dubiously,Negative
dubiousness,Negative
dubitable,Negative
dud,Negative
dull,Negative
dullard,Negative
dullards,Negative
dulled,Negative
duller,Negative
dullest,Negative
dulling,Negative
dullish,Negative
dullness,Negative
dulls,Negative
dully,Negative
dumb,Negative
dumbed,Negative
dumber,Negative
dumbest,Negative
dumbfound,Negative
dumbfounded,Negative
dumbfounding,Negative
dumbly,Negative
dumbness,Negative
dumbs,Negative
dumbwaiter,Negative
dumbwaiters,Negative
dummy-proof,Positive
dump,Negative
dumped,Negative
dumper,Negative
dumpers,Negative
dumpier,Negative
dumpiest,Negative
dumpily,Negative
dumpiness,Negative
dumping,Negative
dumpings,Negative
dumpish,Negative
dumps,Negative
dumpy,Negative
dunce,Negative
dunderhead,Negative
dunderheads,Negative
dungeon,Negative
dungeons,Negative
duno,Negative
dupe,Negative
durable,Positive
dust,Negative
dusty,Negative
dwell,Negative
dwindling,Negative
dying,Negative
dynamic,Positive
dynamism,Positive
eager,Positive
eagerer,Positive
eagerest,Positive
eagerly,Positive
eagerness,Positive
eagers,Positive
earnest,Positive
earnestly,Positive
earnestness,Positive
earsplitting,Negative
ease,Positive
eased,Positive
easeful,Positive
easer,Positive
easers,Positive
eases,Positive
easie,Positive
easier,Positive
easier,Positive
easies,Positive
easiest,Positive
easily,Positive
easiness,Positive
easing,Positive
easy,Positive
easygoing,Positive
easy-to-use,Positive
ebullience,Positive
ebullient,Positive
ebulliently,Positive
eccentric,Negative
eccentricity,Negative
ecenomical,Positive
economical,Positive
ecsta,Positive
ecstasies,Positive
ecstasy,Positive
ecstatic,Positive
ecstatically,Positive
ecstatics,Positive
edification,Positive
edify,Positive
educated,Positive
eejit,Negative
eerie,Negative
eerily,Negative
effective,Positive
effectively,Positive
effectiveness,Positive
effectual,Positive
effervescence,Positive
efficacious,Positive
efficien,Positive
efficiencies,Positive
efficiency,Positive
efficient,Positive
efficiently,Positive
effortless,Positive
effortlessly,Positive
effrontery,Negative
effusion,Negative
effusive,Negative
effusively,Negative
effusiveness,Negative
egocentric,Negative
egoistic,Negative
egomania,Negative
egotis,Negative
egotism,Negative
egotisms,Negative
egotist,Negative
egotistic,Negative
egotistical,Negative
egotistically,Negative
egotists,Negative
egregious,Negative
egregiously,Negative
elan,Positive
élan,Positive
elate,Positive
elated,Positive
elatedly,Positive
elation,Positive
election-rigger,Negative
electrify,Positive
elegan,Positive
elegance,Positive
elegances,Positive
elegancies,Positive
elegancy,Positive
elegant,Positive
eleganter,Positive
elegantly,Positive
elevate,Positive
elevation,Positive
elimination,Negative
elite,Positive
eloquence,Positive
eloquent,Positive
eloquently,Positive
emaciated,Negative
emasculate,Negative
embarrass,Negative
embarrassed,Negative
embarrassedly,Negative
embarrasses,Negative
embarrassing,Negative
embarrassingly,Negative
embarrassment,Negative
embarrassments,Negative
embattled,Negative
embolden,Positive
embrace,Positive
embracing,Positive
embroil,Negative
embroiled,Negative
embroilment,Negative
emergencies,Negative
emergency,Negative
eminence,Positive
eminent,Positive
emotional,Negative
empathize,Positive
empathy,Positive
emphatic,Negative
emphatically,Negative
empower,Positive
empowerment,Positive
empt,Negative
emptier,Negative
emptiers,Negative
emptiest,Negative
emptiness,Negative
enchant,Positive
enchanted,Positive
enchanting,Positive
enchantingly,Positive
encourag,Positive
encourage,Positive
encouraged,Positive
encouragement,Positive
encouragements,Positive
encourages,Positive
encouraging,Positive
encouragingly,Positive
encroach,Negative
encroached,Negative
encroaches,Negative
encroaching,Negative
encroachment,Negative
encroachments,Negative
endanger,Negative
endangered,Negative
endangering,Negative
endangerment,Negative
endangerments,Negative
endangers,Negative
endear,Positive
endeared,Positive
endearing,Positive
endearingly,Positive
endearment,Positive
endearments,Positive
endears,Positive
endeavor,Positive
endorse,Positive
endorsed,Positive
endorsement,Positive
endorses,Positive
endorsing,Positive
enemie,Negative
enemies,Negative
enemy,Negative
energ,Positive
energetic,Positive
energetically,Positive
energise,Positive
energize,Positive
energized,Positive
energizer,Positive
energizers,Positive
energizes,Positive
energizing,Positive
energy,Positive
energy-efficient,Positive
energy-saving,Positive
enervate,Negative
enfeeble,Negative
enflame,Negative
engag,Positive
engaged,Positive
engaging,Positive
engagingly,Positive
engrossing,Positive
engrossment,Positive
engulf,Negative
enhance,Positive
enhanced,Positive
enhancement,Positive
enhances,Positive
enigmatic,Negative
enjoin,Negative
enjoy,Positive
enjoyable,Positive
enjoyably,Positive
enjoyed,Positive
enjoyer,Positive
enjoyers,Positive
enjoying,Positive
enjoyment,Positive
enjoyments,Positive
enjoys,Positive
enlighten,Positive
enlightenment,Positive
enliven,Positive
enmity,Negative
ennoble,Positive
enough,Positive
enrag,Negative
enrage,Negative
enraged,Negative
enrages,Negative
enraging,Negative
enrapt,Positive
enrapture,Positive
enraptured,Positive
enrich,Positive
enrichment,Positive
enslave,Negative
enslaved,Negative
enslavement,Negative
enslavements,Negative
enslaver,Negative
enslavers,Negative
enslaves,Negative
entangle,Negative
entangled,Negative
entanglement,Negative
entanglements,Negative
entangler,Negative
entanglers,Negative
entangles,Negative
enterprising,Positive
entertain,Positive
entertained,Positive
entertaining,Positive
entertainingly,Positive
entertainment,Positive
entertainments,Positive
entertains,Positive
enthral,Positive
enthrall,Positive
enthralled,Positive
enthrallment,Positive
enthus,Positive
enthuse,Positive
enthused,Positive
enthuses,Positive
enthusiasm,Positive
enthusiasms,Positive
enthusiast,Positive
enthusiastic,Positive
enthusiastically,Positive
enthusiasts,Positive
enthusing,Positive
entice,Positive
enticed,Positive
enticing,Positive
enticingly,Positive
entranced,Positive
entrancing,Positive
entrap,Negative
entrapment,Negative
entrust,Positive
enviable,Negative
enviably,Negative
envie,Negative
envied,Negative
envious,Negative
enviously,Negative
enviousness,Negative
envy,Negative
epic,Positive
epidemic,Negative
equitable,Positive
equivocal,Negative
erase,Negative
ergonomical,Positive
erode,Negative
eroded,Negative
erodes,Negative
erosion,Negative
err,Negative
errant,Negative
erratic,Negative
erratically,Negative
err-free,Positive
erroneous,Negative
erroneously,Negative
erroneousness,Negative
error,Negative
errorless,Positive
errors,Negative
erudite,Positive
eruptions,Negative
escapade,Negative
eschew,Negative
estranged,Negative
ethical,Positive
ethics,Positive
eulogize,Positive
euphoria,Positive
euphoric,Positive
euphorically,Positive
evade,Negative
evaded,Negative
evader,Negative
evaders,Negative
evades,Negative
evasion,Negative
evasions,Negative
evasive,Negative
evenly,Positive
eventful,Negative
everlasting,Positive
evict,Negative
evil,Negative
evildoer,Negative
evildoers,Negative
evilly,Negative
evilness,Negative
evils,Negative
eviscerate,Negative
evocative,Positive
exacerbate,Negative
exagerate,Negative
exagerated,Negative
exagerates,Negative
exaggerate,Negative
exaggeration,Negative
exalt,Positive
exaltation,Positive
exalted,Positive
exaltedly,Positive
exalting,Positive
exaltingly,Positive
examplar,Positive
examplary,Positive
exasperat,Negative
exasperate,Negative
exasperated,Negative
exasperates,Negative
exasperating,Negative
exasperatingly,Negative
exasperation,Negative
excallent,Positive
exceed,Positive
exceeded,Positive
exceeding,Positive
exceedingly,Positive
exceeds,Positive
excel,Positive
exceled,Positive
excelent,Positive
excellant,Positive
excelled,Positive
excellence,Positive
excellences,Positive
excellencies,Positive
excellency,Positive
excellent,Positive
excellently,Positive
excelling,Positive
excels,Positive
excelsior,Positive
exceptional,Positive
exceptionally,Positive
excessive,Negative
excessively,Negative
excit,Positive
excitabilities,Positive
excitability,Positive
excitable,Positive
excitant,Positive
excitants,Positive
excitation,Positive
excitation,Positive
excitations,Positive
excitatory,Positive
excite,Positive
excited,Positive
excitedly,Positive
excitedness,Positive
excitement,Positive
excitements,Positive
exciter,Positive
exciters,Positive
excites,Positive
exciting,Positive
excitingly,Positive
excitor,Positive
excitors,Positive
exclusion,Negative
